object_type,schema_name,object_name,parent_object,extra_info,owner,comment
table,public,comanda_historico,null,table,postgres,Auditoria de alterações em comandas para rastreabilidade
table,realtime,messages_2025_12_07,null,table,supabase_admin,null
table,public,estoque_reservado,null,table,postgres,Controle de estoque reservado para evitar overselling
table,public,comanda_historico,null,table,postgres,Auditoria de alterações em comandas para rastreabilidade
table,realtime,messages_2025_12_07,null,table,supabase_admin,null
table,public,contas_pagar,null,table,postgres,null
table,public,contas_pagar_baixas,null,table,postgres,null
table,realtime,messages_2025_12_11,null,table,supabase_admin,null
table,realtime,messages_2025_12_11,null,table,supabase_admin,null
table,public,comandas,null,table,postgres,null
table,public,comanda_itens,null,table,postgres,null
table,public,comanda_itens,null,table,postgres,null
table,net,http_request_queue,null,table,supabase_admin,null
table,net,_http_response,null,table,supabase_admin,null
table,realtime,messages_2025_12_08,null,table,supabase_admin,null
table,realtime,messages_2025_12_08,null,table,supabase_admin,null
table,supabase_functions,migrations,null,table,supabase_functions_admin,null
table,supabase_functions,hooks,null,table,supabase_functions_admin,Supabase Functions Hooks: Audit trail for triggered hooks.
table,realtime,messages_2025_12_10,null,table,supabase_admin,null
table,public,user_ui_settings,null,table,postgres,null
table,realtime,messages_2025_12_10,null,table,supabase_admin,null
table,public,user_ui_settings,null,table,postgres,null
table,public,empresas,null,table,postgres,null
table,public,isis_conversas,null,table,postgres,Histórico de conversas da Ísis atreladas à empresa/cliente/agendamento.
column,public,lower,idx_produtos_categoria,text default null,null,null
column,auth,id,sso_providers_pkey,uuid default null,null,null
column,auth,lower,sso_providers_resource_id_idx,text default null,null,null
column,auth,id,sso_domains_pkey,uuid default null,null,null
column,auth,sso_provider_id,sso_domains_sso_provider_id_idx,uuid default null,null,null
column,auth,lower,sso_domains_domain_idx,text default null,null,null
column,extensions,dealloc,pg_stat_statements_info,bigint default null,null,null
column,extensions,stats_reset,pg_stat_statements_info,timestamp with time zone default null,null,null
column,extensions,userid,pg_stat_statements,oid default null,null,null
column,extensions,dbid,pg_stat_statements,oid default null,null,null
column,extensions,toplevel,pg_stat_statements,boolean default null,null,null
column,extensions,queryid,pg_stat_statements,bigint default null,null,null
column,extensions,query,pg_stat_statements,text default null,null,null
column,extensions,plans,pg_stat_statements,bigint default null,null,null
column,extensions,total_plan_time,pg_stat_statements,double precision default null,null,null
column,extensions,min_plan_time,pg_stat_statements,double precision default null,null,null
column,extensions,max_plan_time,pg_stat_statements,double precision default null,null,null
column,extensions,mean_plan_time,pg_stat_statements,double precision default null,null,null
column,extensions,stddev_plan_time,pg_stat_statements,double precision default null,null,null
column,extensions,calls,pg_stat_statements,bigint default null,null,null
column,extensions,total_exec_time,pg_stat_statements,double precision default null,null,null
column,extensions,min_exec_time,pg_stat_statements,double precision default null,null,null
column,extensions,max_exec_time,pg_stat_statements,double precision default null,null,null
column,extensions,mean_exec_time,pg_stat_statements,double precision default null,null,null
column,extensions,stddev_exec_time,pg_stat_statements,double precision default null,null,null
column,extensions,rows,pg_stat_statements,bigint default null,null,null
column,extensions,shared_blks_hit,pg_stat_statements,bigint default null,null,null
column,extensions,shared_blks_read,pg_stat_statements,bigint default null,null,null
column,extensions,shared_blks_dirtied,pg_stat_statements,bigint default null,null,null
column,extensions,shared_blks_written,pg_stat_statements,bigint default null,null,null
column,extensions,local_blks_hit,pg_stat_statements,bigint default null,null,null
column,extensions,local_blks_read,pg_stat_statements,bigint default null,null,null
column,extensions,local_blks_dirtied,pg_stat_statements,bigint default null,null,null
column,extensions,local_blks_written,pg_stat_statements,bigint default null,null,null
column,extensions,temp_blks_read,pg_stat_statements,bigint default null,null,null
column,extensions,temp_blks_written,pg_stat_statements,bigint default null,null,null
column,extensions,shared_blk_read_time,pg_stat_statements,double precision default null,null,null
column,extensions,shared_blk_write_time,pg_stat_statements,double precision default null,null,null
column,extensions,local_blk_read_time,pg_stat_statements,double precision default null,null,null
column,extensions,local_blk_write_time,pg_stat_statements,double precision default null,null,null
column,extensions,temp_blk_read_time,pg_stat_statements,double precision default null,null,null
column,extensions,temp_blk_write_time,pg_stat_statements,double precision default null,null,null
column,extensions,wal_records,pg_stat_statements,bigint default null,null,null
column,extensions,wal_fpi,pg_stat_statements,bigint default null,null,null
column,extensions,wal_bytes,pg_stat_statements,numeric default null,null,null
column,extensions,jit_functions,pg_stat_statements,bigint default null,null,null
column,extensions,jit_generation_time,pg_stat_statements,double precision default null,null,null
column,extensions,jit_inlining_count,pg_stat_statements,bigint default null,null,null
column,extensions,jit_inlining_time,pg_stat_statements,double precision default null,null,null
column,extensions,jit_optimization_count,pg_stat_statements,bigint default null,null,null
column,extensions,jit_optimization_time,pg_stat_statements,double precision default null,null,null
column,extensions,jit_emission_count,pg_stat_statements,bigint default null,null,null
column,extensions,jit_emission_time,pg_stat_statements,double precision default null,null,null
column,extensions,jit_deform_count,pg_stat_statements,bigint default null,null,null
column,extensions,jit_deform_time,pg_stat_statements,double precision default null,null,null
column,extensions,stats_since,pg_stat_statements,timestamp with time zone default null,null,null
column,extensions,minmax_stats_since,pg_stat_statements,timestamp with time zone default null,null,null
column,graphql,last_value,seq_schema_version,bigint default null,null,null
column,graphql,log_cnt,seq_schema_version,bigint default null,null,null
column,graphql,is_called,seq_schema_version,boolean default null,null,null
column,auth,id,amr_id_pk,uuid default null,null,null
column,auth,user_id,user_id_created_at_idx,uuid default null,null,null
column,auth,created_at,user_id_created_at_idx,timestamp with time zone default null,null,null
column,auth,user_id,factor_id_created_at_idx,uuid default null,null,null
column,auth,created_at,factor_id_created_at_idx,timestamp with time zone default null,null,null
column,auth,user_id,sessions_user_id_idx,uuid default null,null,null
column,auth,session_id,refresh_tokens_session_id_revoked_idx,uuid default null,null,null
column,auth,revoked,refresh_tokens_session_id_revoked_idx,boolean default null,null,null
column,auth,id,sso_domains,uuid default null,null,null
column,auth,sso_provider_id,sso_domains,uuid default null,null,null
column,auth,domain,sso_domains,text default null,null,null
column,auth,created_at,sso_domains,timestamp with time zone default null,null,null
column,auth,updated_at,sso_domains,timestamp with time zone default null,null,null
column,auth,id,saml_providers_pkey,uuid default null,null,null
column,auth,entity_id,saml_providers_entity_id_key,text default null,null,null
column,supabase_migrations,version,schema_migrations_pkey,text default null,null,null
column,auth,sso_provider_id,saml_providers_sso_provider_id_idx,uuid default null,null,null
column,auth,id,saml_providers,uuid default null,null,null
column,auth,sso_provider_id,saml_providers,uuid default null,null,null
column,auth,entity_id,saml_providers,text default null,null,null
column,auth,metadata_xml,saml_providers,text default null,null,null
column,auth,metadata_url,saml_providers,text default null,null,null
column,auth,attribute_mapping,saml_providers,jsonb default null,null,null
column,auth,created_at,saml_providers,timestamp with time zone default null,null,null
column,auth,updated_at,saml_providers,timestamp with time zone default null,null,null
column,auth,name_id_format,saml_providers,text default null,null,null
column,auth,id,sso_providers,uuid default null,null,null
column,auth,resource_id,sso_providers,text default null,null,"Auth: Uniquely identifies a SSO provider according to a user-chosen resource ID (case insensitive), useful in infrastructure as code."
column,auth,created_at,sso_providers,timestamp with time zone default null,null,null
column,auth,updated_at,sso_providers,timestamp with time zone default null,null,null
column,auth,disabled,sso_providers,boolean default null,null,null
column,supabase_migrations,version,schema_migrations,text default null,null,null
column,supabase_migrations,statements,schema_migrations,text[] default null,null,null
column,supabase_migrations,name,schema_migrations,text default null,null,null
column,supabase_migrations,path,seed_files,text default null,null,null
column,supabase_migrations,hash,seed_files,text default null,null,null
column,supabase_migrations,path,seed_files_pkey,text default null,null,null
column,auth,version,schema_migrations,character varying(255) default null,null,null
column,realtime,entity,ix_realtime_subscription_entity,regclass default null,null,null
column,public,codigo_empresa,idx_vendas_empresa_status,character varying(10) default null,null,null
column,public,status,idx_vendas_empresa_status,character varying(20) default null,null,null
column,public,id,agendamento_participantes_pkey,uuid default null,null,null
column,public,criado_em,idx_vendas_criado_em,timestamp with time zone default null,null,null
column,realtime,id,messages_pkey,uuid default null,null,null
column,realtime,inserted_at,messages_pkey,timestamp without time zone default null,null,null
column,public,codigo_empresa,idx_comandas_empresa_status,text default null,null,null
column,public,status,idx_comandas_empresa_status,text default null,null,null
column,public,fechado_em,idx_comandas_fechado_em,timestamp with time zone default null,null,null
column,auth,id,refresh_tokens_pkey,bigint default null,null,null
column,auth,instance_id,refresh_tokens_instance_id_idx,uuid default null,null,null
column,auth,instance_id,refresh_tokens_instance_id_user_id_idx,uuid default null,null,null
column,auth,user_id,refresh_tokens_instance_id_user_id_idx,character varying(255) default null,null,null
column,auth,id,users_pkey,uuid default null,null,null
column,public,codigo_empresa,idx_itens_venda_empresa,character varying(10) default null,null,null
column,auth,id,instances,uuid default null,null,null
column,auth,uuid,instances,uuid default null,null,null
column,auth,raw_base_config,instances,text default null,null,null
column,auth,created_at,instances,timestamp with time zone default null,null,null
column,auth,updated_at,instances,timestamp with time zone default null,null,null
column,public,ativo,idx_compras_ativo,boolean default null,null,null
column,public,id,produto_categorias_pkey,uuid default null,null,null
column,public,id,companies_pkey,uuid default null,null,null
column,auth,token,refresh_tokens_token_unique,character varying(255) default null,null,null
column,public,company_code,companies_company_code_key,character varying(10) default null,null,null
column,public,codigo_empresa,ux_produto_categorias_empresa_nome,text default null,null,null
column,public,lower,ux_produto_categorias_empresa_nome,text default null,null,null
column,public,codigo_empresa,idx_compras_empresa_ativo,integer default null,null,null
column,public,ativo,idx_compras_empresa_ativo,boolean default null,null,null
column,auth,id,audit_log_entries_pkey,uuid default null,null,null
column,auth,instance_id,audit_logs_instance_id_idx,uuid default null,null,null
column,auth,id,instances_pkey,uuid default null,null,null
column,auth,version,schema_migrations_pkey,character varying(255) default null,null,null
column,auth,id,sessions_pkey,uuid default null,null,null
column,public,codigo_barras,idx_produtos_codigo_barras,character varying(13) default null,null,null
column,auth,instance_id,users_instance_id_idx,uuid default null,null,null
column,auth,last_value,refresh_tokens_id_seq,bigint default null,null,null
column,auth,log_cnt,refresh_tokens_id_seq,bigint default null,null,null
column,auth,is_called,refresh_tokens_id_seq,boolean default null,null,null
column,public,ncm,idx_produtos_ncm,character varying(10) default null,null,null
column,public,marca,idx_produtos_marca,character varying(100) default null,null,null
column,public,grupo,idx_produtos_grupo,character varying(100) default null,null,null
column,auth,confirmation_token,confirmation_token_idx,character varying(255) default null,null,null
column,auth,parent,refresh_tokens_parent_idx,character varying(255) default null,null,null
column,auth,recovery_token,recovery_token_idx,character varying(255) default null,null,null
column,auth,instance_id,users_instance_id_email_idx,uuid default null,null,null
column,auth,lower,users_instance_id_email_idx,text default null,null,null
column,auth,email_change_token_new,email_change_token_new_idx,character varying(255) default null,null,null
column,auth,reauthentication_token,reauthentication_token_idx,character varying(255) default null,null,null
column,auth,email_change_token_current,email_change_token_current_idx,character varying(255) default null,null,null
column,auth,instance_id,users,uuid default null,null,null
column,auth,id,users,uuid default null,null,null
column,auth,aud,users,character varying(255) default null,null,null
column,auth,role,users,character varying(255) default null,null,null
column,auth,email,users,character varying(255) default null,null,null
column,auth,encrypted_password,users,character varying(255) default null,null,null
column,auth,email_confirmed_at,users,timestamp with time zone default null,null,null
column,auth,invited_at,users,timestamp with time zone default null,null,null
column,auth,confirmation_token,users,character varying(255) default null,null,null
column,auth,confirmation_sent_at,users,timestamp with time zone default null,null,null
column,auth,recovery_token,users,character varying(255) default null,null,null
column,auth,recovery_sent_at,users,timestamp with time zone default null,null,null
column,auth,email_change_token_new,users,character varying(255) default null,null,null
column,auth,email_change,users,character varying(255) default null,null,null
column,auth,email_change_sent_at,users,timestamp with time zone default null,null,null
column,auth,last_sign_in_at,users,timestamp with time zone default null,null,null
column,auth,raw_app_meta_data,users,jsonb default null,null,null
column,auth,raw_user_meta_data,users,jsonb default null,null,null
column,auth,is_super_admin,users,boolean default null,null,null
column,auth,created_at,users,timestamp with time zone default null,null,null
column,auth,updated_at,users,timestamp with time zone default null,null,null
column,auth,phone,users,text default NULL::character varying,null,null
column,auth,phone_confirmed_at,users,timestamp with time zone default null,null,null
column,auth,phone_change,users,text default ''::character varying,null,null
column,auth,phone_change_token,users,character varying(255) default ''::character varying,null,null
column,auth,phone_change_sent_at,users,timestamp with time zone default null,null,null
column,auth,confirmed_at,users,"timestamp with time zone default LEAST(email_confirmed_at, phone_confirmed_at)",null,null
column,auth,email_change_token_current,users,character varying(255) default ''::character varying,null,null
column,auth,email_change_confirm_status,users,smallint default 0,null,null
column,auth,banned_until,users,timestamp with time zone default null,null,null
column,auth,reauthentication_token,users,character varying(255) default ''::character varying,null,null
column,auth,reauthentication_sent_at,users,timestamp with time zone default null,null,null
column,auth,is_sso_user,users,boolean default false,null,Auth: Set this column to true when the account comes from SSO. These accounts can have duplicate emails.
column,auth,deleted_at,users,timestamp with time zone default null,null,null
column,auth,is_anonymous,users,boolean default false,null,null
column,auth,instance_id,audit_log_entries,uuid default null,null,null
column,auth,id,audit_log_entries,uuid default null,null,null
column,auth,payload,audit_log_entries,json default null,null,null
column,auth,created_at,audit_log_entries,timestamp with time zone default null,null,null
column,auth,ip_address,audit_log_entries,character varying(64) default ''::character varying,null,null
column,public,id,produto_categorias,uuid default gen_random_uuid(),null,null
column,public,codigo_empresa,produto_categorias,text default null,null,null
column,public,nome,produto_categorias,text default null,null,null
column,public,descricao,produto_categorias,text default null,null,null
column,public,ativa,produto_categorias,boolean default true,null,null
column,public,created_at,produto_categorias,timestamp with time zone default now(),null,null
column,public,updated_at,produto_categorias,timestamp with time zone default now(),null,null
column,public,id,users_pkey,uuid default null,null,null
column,public,id,quadras_dias_funcionamento_pkey,uuid default null,null,null
column,storage,id,buckets,text default null,null,null
column,storage,name,buckets,text default null,null,null
column,storage,owner,buckets,uuid default null,null,"Field is deprecated, use owner_id instead"
column,storage,created_at,buckets,timestamp with time zone default now(),null,null
column,storage,updated_at,buckets,timestamp with time zone default now(),null,null
column,storage,public,buckets,boolean default false,null,null
column,storage,avif_autodetection,buckets,boolean default false,null,null
column,storage,file_size_limit,buckets,bigint default null,null,null
column,storage,allowed_mime_types,buckets,text[] default null,null,null
column,storage,owner_id,buckets,text default null,null,null
column,storage,type,buckets,storage.buckettype default 'STANDARD'::storage.buckettype,null,null
column,public,id,usuarios,uuid default null,null,null
column,public,nome,usuarios,character varying(255) default null,null,null
column,public,email,usuarios,character varying(255) default null,null,null
column,public,papel,usuarios,character varying(50) default 'user'::character varying,null,null
column,public,criado_em,usuarios,timestamp with time zone default now(),null,null
column,public,atualizado_em,usuarios,timestamp with time zone default now(),null,null
column,public,codigo_empresa,usuarios,character varying(10) default null,null,null
column,storage,id,migrations,integer default null,null,null
column,storage,name,migrations,character varying(100) default null,null,null
column,storage,hash,migrations,character varying(40) default null,null,null
column,storage,executed_at,migrations,timestamp without time zone default CURRENT_TIMESTAMP,null,null
column,auth,id,mfa_factors_pkey,uuid default null,null,null
column,storage,id,migrations_pkey,integer default null,null,null
column,storage,name,migrations_name_key,character varying(100) default null,null,null
column,auth,friendly_name,mfa_factors_user_friendly_name_unique,text default null,null,null
column,auth,user_id,mfa_factors_user_friendly_name_unique,uuid default null,null,null
column,storage,id,objects_pkey,uuid default null,null,null
column,auth,id,mfa_challenges_pkey,uuid default null,null,null
column,auth,instance_id,refresh_tokens,uuid default null,null,null
column,auth,id,refresh_tokens,bigint default nextval('auth.refresh_tokens_id_seq'::regclass),null,null
column,auth,token,refresh_tokens,character varying(255) default null,null,null
column,auth,user_id,refresh_tokens,character varying(255) default null,null,null
column,auth,revoked,refresh_tokens,boolean default null,null,null
column,auth,created_at,refresh_tokens,timestamp with time zone default null,null,null
column,auth,updated_at,refresh_tokens,timestamp with time zone default null,null,null
column,auth,parent,refresh_tokens,character varying(255) default null,null,null
column,auth,session_id,refresh_tokens,uuid default null,null,null
column,storage,bucket_id,bucketid_objname,text default null,null,null
column,storage,name,bucketid_objname,text default null,null,null
column,storage,name,name_prefix_search,text default null,null,null
column,public,codigo_empresa,ux_agendamentos_empresa_codigo,text default null,null,null
column,public,codigo,ux_agendamentos_empresa_codigo,bigint default null,null,null
column,public,quadra_id,idx_quadras_dias_funcionamento_quadra_dia_semana,uuid default null,null,null
column,public,dia_semana,idx_quadras_dias_funcionamento_quadra_dia_semana,integer default null,null,null
column,public,quadra_id,idx_quadras_dias_funcionamento_quadra_data_fechamento,uuid default null,null,null
column,public,data_fechamento,idx_quadras_dias_funcionamento_quadra_data_fechamento,date default null,null,null
column,vault,id,secrets_pkey,uuid default null,null,null
column,vault,name,secrets_name_idx,text default null,null,null
column,public,codigo_empresa,idx_caixa_sessoes_empresa,text default null,null,null
column,auth,session_id,mfa_amr_claims_session_id_authentication_method_pkey,uuid default null,null,null
column,auth,authentication_method,mfa_amr_claims_session_id_authentication_method_pkey,text default null,null,null
column,vault,id,secrets,uuid default gen_random_uuid(),null,null
column,vault,name,secrets,text default null,null,null
column,vault,description,secrets,text default ''::text,null,null
column,vault,secret,secrets,text default null,null,null
column,vault,key_id,secrets,uuid default null,null,null
column,vault,nonce,secrets,bytea default vault._crypto_aead_det_noncegen(),null,null
column,vault,created_at,secrets,timestamp with time zone default CURRENT_TIMESTAMP,null,null
column,vault,updated_at,secrets,timestamp with time zone default CURRENT_TIMESTAMP,null,null
column,vault,id,decrypted_secrets,uuid default null,null,null
column,vault,name,decrypted_secrets,text default null,null,null
column,vault,description,decrypted_secrets,text default null,null,null
column,vault,secret,decrypted_secrets,text default null,null,null
column,vault,decrypted_secret,decrypted_secrets,text default null,null,null
column,vault,key_id,decrypted_secrets,uuid default null,null,null
column,vault,nonce,decrypted_secrets,bytea default null,null,null
column,vault,created_at,decrypted_secrets,timestamp with time zone default null,null,null
column,vault,updated_at,decrypted_secrets,timestamp with time zone default null,null,null
column,auth,id,saml_relay_states_pkey,uuid default null,null,null
column,public,id,customers_pkey,uuid default null,null,null
column,auth,sso_provider_id,saml_relay_states_sso_provider_id_idx,uuid default null,null,null
column,auth,for_email,saml_relay_states_for_email_idx,text default null,null,null
column,public,mesa_id,idx_comandas_mesa_status,uuid default null,null,null
column,public,status,idx_comandas_mesa_status,text default null,null,null
column,public,id,products_pkey,uuid default null,null,null
column,public,quadra_id,idx_quadras_dias_funcionamento_quadra,uuid default null,null,null
column,public,codigo_empresa,idx_quadras_dias_funcionamento_empresa,text default null,null,null
column,auth,email,users_email_partial_key,character varying(255) default null,null,null
column,public,data_fechamento,idx_quadras_dias_funcionamento_data,date default null,null,null
column,auth,user_id,mfa_factors_user_id_idx,uuid default null,null,null
column,public,id,sales_pkey,uuid default null,null,null
column,auth,phone,users_phone_key,text default null,null,null
column,auth,id,flow_state_pkey,uuid default null,null,null
column,auth,auth_code,idx_auth_code,text default null,null,null
column,public,id,bookings_pkey,uuid default null,null,null
column,auth,user_id,idx_user_id_auth_method,uuid default null,null,null
column,auth,authentication_method,idx_user_id_auth_method,text default null,null,null
column,auth,updated_at,refresh_tokens_updated_at_idx,timestamp with time zone default null,null,null
column,auth,created_at,flow_state_created_at_idx,timestamp with time zone default null,null,null
column,auth,created_at,saml_relay_states_created_at_idx,timestamp with time zone default null,null,null
column,auth,not_after,sessions_not_after_idx,timestamp with time zone default null,null,null
column,auth,created_at,mfa_challenge_created_at_idx,timestamp with time zone default null,null,null
column,auth,user_id,identities_user_id_idx,uuid default null,null,null
column,auth,email,identities_email_idx,text default null,null,null
column,auth,id,identities_pkey,uuid default null,null,null
column,auth,id,saml_relay_states,uuid default null,null,null
column,auth,sso_provider_id,saml_relay_states,uuid default null,null,null
column,auth,request_id,saml_relay_states,text default null,null,null
column,auth,for_email,saml_relay_states,text default null,null,null
column,auth,redirect_to,saml_relay_states,text default null,null,null
column,auth,created_at,saml_relay_states,timestamp with time zone default null,null,null
column,auth,updated_at,saml_relay_states,timestamp with time zone default null,null,null
column,auth,flow_state_id,saml_relay_states,uuid default null,null,null
column,auth,id,flow_state,uuid default null,null,null
column,auth,user_id,flow_state,uuid default null,null,null
column,auth,auth_code,flow_state,text default null,null,null
column,auth,code_challenge_method,flow_state,auth.code_challenge_method default null,null,null
column,auth,code_challenge,flow_state,text default null,null,null
column,auth,provider_type,flow_state,text default null,null,null
column,auth,provider_access_token,flow_state,text default null,null,null
column,auth,provider_refresh_token,flow_state,text default null,null,null
column,auth,created_at,flow_state,timestamp with time zone default null,null,null
column,auth,updated_at,flow_state,timestamp with time zone default null,null,null
column,auth,authentication_method,flow_state,text default null,null,null
column,auth,auth_code_issued_at,flow_state,timestamp with time zone default null,null,null
column,auth,provider_id,identities,text default null,null,null
column,auth,user_id,identities,uuid default null,null,null
column,auth,identity_data,identities,jsonb default null,null,null
column,auth,provider,identities,text default null,null,null
column,auth,last_sign_in_at,identities,timestamp with time zone default null,null,null
column,auth,created_at,identities,timestamp with time zone default null,null,null
column,auth,updated_at,identities,timestamp with time zone default null,null,null
column,auth,email,identities,text default lower((identity_data ->> 'email'::text)),null,Auth: Email is a generated column that references the optional email property in the identity_data
column,auth,id,identities,uuid default gen_random_uuid(),null,null
column,auth,provider_id,identities_provider_id_provider_unique,text default null,null,null
column,auth,provider,identities_provider_id_provider_unique,text default null,null,null
column,auth,is_anonymous,users_is_anonymous_idx,boolean default null,null,null
column,public,codigo_empresa,idx_mesas_codigo_empresa,text default null,null,null
column,auth,id,one_time_tokens_pkey,uuid default null,null,null
column,auth,token_hash,one_time_tokens_token_hash_hash_idx,integer default null,null,null
column,auth,relates_to,one_time_tokens_relates_to_hash_idx,integer default null,null,null
column,auth,user_id,one_time_tokens_user_id_token_type_key,uuid default null,null,null
column,auth,token_type,one_time_tokens_user_id_token_type_key,auth.one_time_token_type default null,null,null
column,public,codigo_empresa,uq_mesas_empresa_numero,text default null,null,null
column,public,numero,uq_mesas_empresa_numero,integer default null,null,null
column,auth,session_id,mfa_amr_claims,uuid default null,null,null
column,auth,created_at,mfa_amr_claims,timestamp with time zone default null,null,null
column,auth,updated_at,mfa_amr_claims,timestamp with time zone default null,null,null
column,auth,authentication_method,mfa_amr_claims,text default null,null,null
column,auth,id,mfa_amr_claims,uuid default null,null,null
column,auth,id,one_time_tokens,uuid default null,null,null
column,auth,user_id,one_time_tokens,uuid default null,null,null
column,auth,token_type,one_time_tokens,auth.one_time_token_type default null,null,null
column,auth,token_hash,one_time_tokens,text default null,null,null
